id,doi,title,authorString,authorAffiliations,journalTitle,pubYear,date,isOpenAccess,keywords,nationalPriorities,healthCategories,abstract,laySummary,urls
PPR606872,https://doi.org/10.2139/ssrn.4302481,Application of Federated Analytics in Health Data Research for Reducing Risks Involved in Data Sharing,"Oskoui SE, Retford M, Barnes R, Postlethwaite N, Hunter KJ, Thompson S, Orton C, Ford D, heys s, Kennedy J, McNerney C, Peng J, Ghanbariadolat H, Rees S, Mulholland RH, Sheikh A, Burgner D, Brockway ML, Azad MB, Rodriguez N, Zoega H, Stock SJ, Calvert C, Miller J, Fiorentino N, Racine A, Haggstrom J.",,No Journal Info,2022,2022-12-14,N,,,,"Background: The use of federated networks can reduce the risk of disclosure for sensitive datasets by removing the requirement to physically transfer data. Federated networks support federated analytics, a type of privacy-enhancing technology (PET) enabling trustworthy data access and analysis. <br><br>Objectives: We aim to outline the methodology used by the International COVID-19 Data Alliance (ICODA) and its partners the Secure Anonymised Information Linkage (SAIL) Databank and Aridhia Informatics in implementing a federated network infrastructure and consequently testing federated analytics using test data provided for an ICODA exemplar project, the International Perinatal Outcome in the Pandemic (iPOP) Study. The ICODA Workbench - a trusted research environment (TRE) - was used to send federated requests to access this test data held within SAIL Databank.<br><br>Results: This project is the first example for successfully implementing a federated network for ICODA. The integration testing made use of aggregate-level data from the iPOP Study as the first step in putting in place the necessary technical and user experiences for future project studies using individual-level datasets from multiple data nodes. While the federated network was established, federated analytics was not used in the analysis of the iPOP Study due to challenges from a data standard, data governance, technology, skills and project duration perspective.<br><br>Conclusions: Creating federated networks requires an extensive amount of investment from a funding, data governance, technology, training, and people perspective. For future data scalability and providing researchers with a secure and robust data analysis platform to perform joint multi-site collaboration, establishing a federated network should be built into the medium to long term plans for study projects who are interested in using federated analytics. Federated networks have an enormous potential in bringing together national and international health care datasets and aiding the collaborative research effort within the healthcare sector to address key public health questions.",,doi:https://doi.org/10.2139/ssrn.4302481; doi:https://doi.org/10.2139/ssrn.4302481; html:https://europepmc.org/article/PPR/PPR606872; doi:https://doi.org/10.2139/ssrn.4302481
PPR467890,https://doi.org/10.1101/2022.03.09.22272098,"Duration of vaccine effectiveness against SARS-CoV2 infection, hospitalisation, and death in residents and staff of Long-Term Care Facilities (VIVALDI): a prospective cohort study, England, Dec 2020-Dec 2021","Shrotri M, Krutikov M, Nacer-Laidi H, Azmi B, Palmer T, Giddings R, Fuller C, Irwin-Singer A, Baynton V, Tut G, Moss P, Hayward A, Copas A, Shallcross L.",,No Journal Info,2022,2022-03-12,Y,,,,"<h4>Background</h4> Long-term care facilities (LTCF) have been prioritised for vaccination, but data on potential waning of vaccine effectiveness (VE) and the impact of booster doses in this vulnerable population remains scarce. <h4>Methods</h4> We included residents and staff from 331 LTCFs enrolled in VIVALDI ( ISRCTN 14447421 ), who underwent routine PCR testing between Dec 8, 2020 - Dec 11, 2021 in a Cox proportional hazards regression, estimating VE against SARS-CoV2 infection, COVID-19-related hospitalisation, and COVID-19-related death after 1-3 vaccine doses, stratifying by previous SARS-CoV2 exposure. <h4>Results</h4> For 15,518 older residents, VE declined from 50·7% (15·5, 71·3) to 17·2% (∼23·9, 44·6) against infection; from 85·4% (60·7, 94·.6) to 54·3% (26·2, 71·7) against hospitalisation; and from 94·4% (76·4, 98·7) to 62·8% (32·9, 79·4) against death, when comparing 2-12 weeks and ≥12 weeks after two doses. For 19,515 staff, VE against infection declined slightly from 50·3% (32·7, 63·3) to 42·1% 29·5, 52·4). High VE was restored following a third dose, with VE of 71·6% (53·5, 82·7) and 78·3% (70·1, 84·3) against infection and 89·9% (80·0, 94·6) and 95·8% (50·4, 99·6) against hospitalisation, for residents and staff respectively; and 97·5% (88·1, 99·5) against death for residents. <h4>Interpretation</h4> Substantial waning of VE is observed against all outcomes in residents from 12 weeks after a primary course of AstraZeneca or mRNA vaccines. Boosters restore protection, and maximise immunity across all outcomes. These findings demonstrate the importance of boosting and the need for ongoing surveillance of VE in this vulnerable cohort. <h4>Funding</h4> UK Government Department of Health and Social Care. <h4>Research in Context</h4> <h4>Evidence before this study</h4> We searched MEDLINE and medRxiv for studies reporting vaccine effectiveness (VE) over time after two or three doses against SARS-CoV2 infection, COVID-19-related hospitalisation, or COVID-19-related death amongst staff or residents of long-term care facilities (LTCFs), that were published between Jan 1, 2020, and December 21, 2021. We used variations of the search terms “COVID-19” OR “SARS-CoV-2” AND “vaccine effectiveness” OR “vaccine efficacy” AND “care homes” OR “long term care facilities”. We identified 8 articles reporting two-dose data from LTCFs, including 1 peer-reviewed paper from Israel, 1 preprint from Denmark, 1 preprint from Norway, 1 peer-reviewed paper from France, two peer-reviewed papers from Spain, 1 peer-reviewed paper from the USA, and 1 preprint from England; however none of these studies examined waning of protection over time after two doses. Five studies (mRNA vaccines 3-4 weeks interval) reported short-term two-dose VE of 49-71% in residents, and 82-90% in staff. Two-dose VE was reported to be 75-88% against hospitalisation, 87-97% against death, and 86% against either outcome. An English study of residents (Pfizer or AstraZeneca, 8-12 week interval) reported 73% VE against infection and noted VE waning from 7 weeks after the first dose, but did not examine waning after the second dose. All of these studies were set prior to emergence of the Delta variant and did not examine waning of immunity due to short lengths of follow-up after Dose 2. Only one study (USA) compared Pfizer/Moderna two-dose VE against infection in LTCF residents before (67·5% [60·1-73·5%]) and during (53·1% [49·1-56·7%]) Delta variant predominance; however, authors could not access vaccination dates therefore did not account for any waning of immunity over time; they also did not examine any severe clinical outcomes. We identified only one correspondence piece from Israel (Pfizer 3-4 week interval) describing the benefit of a third ‘booster’ dose in LTCFs; it reported relative rate reductions of 71% for infection and 80%, for hospitalisation in the period after booster roll-out. However, individual-level VE estimates by time since vaccination were not reported, and adjustment for prior infection was not undertaken. Overall, there was a paucity of data on non-mRNA vaccines, waning of immunity over time after two doses, and VE following a third (booster) dose in LTCF populations, which we address in this study. <h4>Added value of this study</h4> We report findings from a prospective cohort study that includes 15,518 residents and 19,515 staff from 331 LTCFs across England, who underwent routine PCR testing 2-3 times per month, looking at SARS-CoV2 vaccine effectiveness over 12 months (Dec 8, 2020-Dec 11, 2021), which is the longest duration of follow-up of any study within this vulnerable cohort. We evaluated the effectiveness of first, second, and booster vaccine doses of AstraZeneca, Pfizer, and Moderna against infection, hospitalisation, and death over the 12 months when the Alpha and Delta variants were dominant. Our findings affirm that complete vaccination with two doses of AstraZeneca or mRNA vaccines offers moderate protection against infection, and high protection against severe clinical outcomes, however this protection declines over time, particularly for residents. A third booster dose of an mRNA vaccine restores, and indeed maximises, VE to 71·6% (53·5, 82·7) and 78·3% (70·1, 84·3) against infection, and 89·9% (80·0, 94·6) and 95·8% (50·4, 99·6) against hospitalisation, for residents and staff respectively, and to 97·5% (88·1, 99·5) against death for residents, with similar protection offered after the third dose irrespective of primary course type. This is the first study to examine and describe waning of immunity over a one-year period, as well as vaccine effectiveness of a booster dose, in a large cohort of LTCF staff and residents. <h4>Implications of all the available evidence</h4> Taken together, our findings indicate high short-term immunity against SARS-CoV2 infection and very high immunity against severe clinical outcomes of COVID-19 for LTCF residents and staff following vaccination. However substantial waning in vaccine-derived immunity is seen beyond 3 months, irrespective of vaccine type, suggesting the need for regular boosting to maintain protection in this vulnerable cohort. Although this analysis took place in the pre-Omicron period, these trends of waning immunity over time are likely to be generalisable across variants, carrying important implications for long-term vaccination policy in LTCFs. Ongoing surveillance in this vulnerable cohort remains crucial, in order to describe further changes in vaccine-induced immunity, particularly in the context of new variants.",,pdf:https://www.medrxiv.org/content/medrxiv/early/2022/03/18/2022.03.09.22272098.full.pdf; doi:https://doi.org/10.1101/2022.03.09.22272098; html:https://europepmc.org/article/PPR/PPR467890; pdf:https://europepmc.org/api/fulltextRepo?pprId=PPR467890&type=FILE&fileName=EMS148974-pdf.pdf&mimeType=application/pdf
PPR1006264,https://doi.org/10.1101/2025.04.15.25325668,Analysis of the effects of statin therapy on clonal dynamics in clonal haematopoiesis of indeterminate potential: insights from the English Longitudinal Study of Ageing,"Musson EN, Hoade Y, Dace P, Herrero J, Denaxas S, Steptoe A, Payne E.",,No Journal Info,2025,2025-04-19,Y,,,,"Clonal haematopoiesis of indeterminate potential (CHIP) is the acquisition of somatic mutations in leukaemia-associated genes in haematopoietic progenitors with age. It increases the risk of haematological malignancy (HM), cardiovascular disease (CVD) and mortality mediated by CHIP-associated inflammation, with larger clones posing higher risks. Statins have been found to reduce the risk of progression from myelodysplastic syndrome to acute myeloid leukaemia and have also shown efficacy in vitro against TET2 deficient AML cell lines. However, their effect on CHIP has not been described. This study characterises the English Longitudinal Study of Ageing as a novel longitudinal CHIP cohort, through genetic analysis of 13270 longitudinal peripheral blood samples from participants aged over 50. Using logistic and robust regression analysis, we show that statin therapy is associated with reduced TET2 CHIP clonal expansion in a gene specific manner. We also find that statin primary prevention is associated with significantly lower incidence of myocardial infarction and stroke in individuals with CHIP compared to controls. These findings provide evidence that a commonly prescribed mediation with a well characterised safety profile may modify the natural history of TET2 CHIP, thereby mitigating its associated health risks.",,pdf:https://www.medrxiv.org/content/medrxiv/early/2025/04/19/2025.04.15.25325668.full.pdf; doi:https://doi.org/10.1101/2025.04.15.25325668; html:https://europepmc.org/article/PPR/PPR1006264; pdf:https://europepmc.org/api/fulltextRepo?pprId=PPR1006264&type=FILE&fileName=EMS204861-pdf.pdf&mimeType=application/pdf
PPR371921,https://doi.org/,Explainable Automated Coding of Clinical Notes using Hierarchical Label-wise Attention Networks and Label Embedding Initialisation,"Dong H, Suárez-Paniagua V, Whiteley W, Wu H.",,No Journal Info,2021,2021-07-16,Y,,,,"Diagnostic or procedural coding of clinical notes aims to derive a coded summary of disease-related information about patients. Such coding is usually done manually in hospitals but could potentially be automated to improve the efficiency and accuracy of medical coding. Recent studies on deep learning for automated medical coding achieved promising performances. However, the explainability of these models is usually poor, preventing them to be used confidently in supporting clinical practice. Another limitation is that these models mostly assume independence among labels, ignoring the complex correlation among medical codes which can potentially be exploited to improve the performance. We propose a Hierarchical Label-wise Attention Network (HLAN), which aimed to interpret the model by quantifying importance (as attention weights) of words and sentences related to each of the labels. Secondly, we propose to enhance the major deep learning models with a label embedding (LE) initialisation approach, which learns a dense, continuous vector representation and then injects the representation into the final layers and the label-wise attention layers in the models. We evaluated the methods using three settings on the MIMIC-III discharge summaries: full codes, top-50 codes, and the UK NHS COVID-19 shielding codes. Experiments were conducted to compare HLAN and LE initialisation to the state-of-the-art neural network based methods. HLAN achieved the best Micro-level AUC and $F_1$ on the top-50 code prediction and comparable results on the NHS COVID-19 shielding code prediction to other models. By highlighting the most salient words and sentences for each label, HLAN showed more meaningful and comprehensive model interpretation compared to its downgraded baselines and the CNN-based models. LE initialisation consistently boosted most deep learning models for automated medical coding.",,arxiv:https://arxiv.org/abs/2010.15728v4; html:https://europepmc.org/article/PPR/PPR371921; pdf:https://europepmc.org/api/fulltextRepo?pprId=PPR371921&type=FILE&fileName=EMS130963-pdf.pdf&mimeType=application/pdf
PPR181164,https://doi.org/10.1101/2020.06.28.20141986,Protocol for the development and evaluation of a tool for predicting risk of short-term adverse outcomes due to COVID-19 in the general UK population,"Hippisley-Cox J, Clift AK, Coupland C, Keogh R, Diaz-Ordaz K, Williamson E, Harrison EM, Hayward A, Hemingway H, Horby P, Mehta N, Benger J, Khunti K, Speigelhalter D, Sheikh A, Valabhji J, Lyons RA, Robson J, Semple C, Kee F, Johnson P, Jebb S, Williams T, Coggon D.",,No Journal Info,2020,2020-06-29,Y,,,,"<h4>Introduction</h4> Novel coronavirus 2019 (COVID-19) has propagated a global pandemic with significant health, economic and social costs. Emerging emergence has suggested that several factors may be associated with increased risk from severe outcomes or death from COVID-19. Clinical risk prediction tools have significant potential to generate individualised assessment of risk and may be useful for population stratification and other use cases. <h4>Methods and analysis</h4> We will use a prospective open cohort study of routinely collected data from 1205 general practices in England in the QResearch database. The primary outcome is COVID-19 mortality (in or out-of-hospital) defined as confirmed or suspected COVID-19 mentioned on the death certificate, or death occurring in a person with SARS-CoV-2 infection between 24 th January and 30 th April 2020. Our primary outcome in adults is COVID-19 mortality (including out of hospital and in hospital deaths). We will also examine COVID-19 hospitalisation in children. Time-to-event models will be developed in the training data to derive separate risk equations in adults (19-100 years) for males and females for evaluation of risk of each outcome within the 3-month follow-up period (24 th January to 30 th April 2020), accounting for competing risks. Predictors considered will include age, sex, ethnicity, deprivation, smoking status, alcohol intake, body mass index, pre-existing medical co-morbidities, and concurrent medication. Measures of performance (prediction errors, calibration and discrimination) will be determined in the test data for men and women separately and by ten-year age group. For children, descriptive statistics will be undertaken if there are currently too few serious events to allow development of a risk model. The final model will be externally evaluated in (a) geographically separate practices and (b) other relevant datasets as they become available. <h4>Ethics and dissemination</h4> The project has ethical approval and the results will be submitted for publication in a peer-reviewed journal. <h4>Strengths and limitations of the study</h4> The individual-level linkage of general practice, Public Health England testing, Hospital Episode Statistics and Office of National Statistics death register datasets enable a robust and accurate ascertainment of outcomes The models will be trained and evaluated in population-representative datasets of millions of individuals Shielding for clinically extremely vulnerable was advised and in place during the study period, therefore risk predictions influenced by the presence of some ‘shielding’ conditions may require careful consideration",,pdf:https://www.medrxiv.org/content/medrxiv/early/2020/06/29/2020.06.28.20141986.full.pdf; doi:https://doi.org/10.1101/2020.06.28.20141986; html:https://europepmc.org/article/PPR/PPR181164; pdf:https://europepmc.org/api/fulltextRepo?pprId=PPR181164&type=FILE&fileName=EMS87472-pdf.pdf&mimeType=application/pdf
PPR695721,https://doi.org/10.1101/2023.07.19.23292289,Can computer simulation support strategic service planning? Modelling a large integrated mental health system on recovery from COVID-19,"Pierotti L, Cooper J, James C, Cassels K, Gara E, Denholm R, Wood R.",,No Journal Info,2023,2023-07-23,N,,,,"<h4>Background</h4> COVID-19 has had a significant impact on people’s mental health and mental health services. During the first year of the pandemic, existing demand was not fully met while new demand was generated, resulting in large numbers of people requiring support. To support mental health services to recover without being overwhelmed, it was important to know where services will experience increased pressure, and what strategies could be implemented to mitigate this. <h4>Methods</h4> We implemented a computer simulation model of patient flow through an integrated mental health service in Southwest England covering General Practice (GP), community-based ‘talking therapies’ (IAPT), acute hospital care, and specialist care settings. The model was calibrated on data from 1 April 2019 to 1 April 2021. Model parameters included patient demand, service-level length of stay, and probabilities of transitioning to other care settings. We used the model to compare ‘do nothing’ (baseline) scenarios to ‘what if’ (mitigation) scenarios, including increasing capacity and reducing length of stay, for two future demand trajectories from 1 April 2021 onwards. <h4>Results</h4> The results from the simulation model suggest that, without mitigation, the impact of COVID-19 will be an increase in pressure on GP and specialist community based services by 50% and 50-100% respectively. Simulating the impact of possible mitigation strategies, results show that increasing capacity in lower-acuity services, such as GP, results in demand being shifted to other parts of the mental health system while decreasing length of stay in higher acuity services is insufficient to mitigate the impact of increased demand. <h4>Conclusion</h4> In capturing the interrelation of patient flow related dynamics between various mental health care settings, we demonstrate the value of computer simulation for assessing the impact of interventions on system flow.",,pdf:https://www.medrxiv.org/content/medrxiv/early/2023/07/23/2023.07.19.23292289.full.pdf; doi:https://doi.org/10.1101/2023.07.19.23292289; html:https://europepmc.org/article/PPR/PPR695721; doi:https://doi.org/10.1101/2023.07.19.23292289
PPR203834,https://doi.org/10.1101/2020.08.17.20175117,Real-time spatial health surveillance: mapping the UK COVID-19 epidemic,"Fry R, Hollinghurst J, R Stagg H, A Thompson D, Fronterre C, Orton C, A Lyons R, V Ford D, Sheikh A, J Diggle P.",,No Journal Info,2020,2020-08-21,Y,,,,"The COVID-19 pandemic has highlighted the need for robust data linkage systems and methods for identifying outbreaks of disease in near real-time. Using self-reported app data and the Secure Anonymised Information Linkage (SAIL) Databank, we demonstrate the use of sophisticated spatial modelling for near-real-time prediction of COVID-19 prevalence at small-area resolution to inform strategic government policy areas. A pre-requisite to an effective control strategy is that predictions need to be accompanied by estimates of their precision, to guard against over-reaction to potentially spurious features of ‘best guess’ predictions. In the UK, important emerging risk-factors such as social deprivation or ethnicity vary over small distances, hence risk needs to be modelled at fine spatial resolution to avoid aggregation bias. We demonstrate that existing geospatial statistical methods originally developed for global health applications are well-suited to this task and can be used in an anonymised databank environment, thus preserving the privacy of the individuals who contribute their data.",,pdf:https://www.medrxiv.org/content/medrxiv/early/2020/08/21/2020.08.17.20175117.full.pdf; doi:https://doi.org/10.1101/2020.08.17.20175117; html:https://europepmc.org/article/PPR/PPR203834; pdf:https://europepmc.org/api/fulltextRepo?pprId=PPR203834&type=FILE&fileName=EMS95676-pdf.pdf&mimeType=application/pdf
PPR152986,https://doi.org/10.1101/2020.04.16.20067504,"“The Effect of Inter-City Travel Restrictions on Geographical Spread of COVID-19: Evidence from Wuhan, China”","Quilty BJ, Diamond C, Liu Y, Gibbs H, Russell TW, Jarvis CI, Prem K, Pearson CA, Clifford S, Flasche S, CMMID COVID-19 working group, Klepac P, Eggo RM, Jit M.",,No Journal Info,2020,2020-04-21,Y,,,,"<h4>Summary</h4> <h4>Background</h4> To contain the spread of COVID-19, a cordon sanitaire was put in place in Wuhan prior to the Lunar New Year, on 23 January 2020, restricting travel to other parts of China. We assess the efficacy of the cordon sanitaire to delay the introduction and onset of local transmission of COVID-19 in other major cities in mainland China. <h4>Methods</h4> We estimated the number of infected travellers from Wuhan to other major cities in mainland China from November 2019 to March 2020 using previously estimated COVID-19 prevalence in Wuhan and publicly available mobility data. We focused on Beijing, Chongqing, Hangzhou, and Shenzhen as four representative major cities to identify the potential independent contribution of the cordon sanitaire and holiday travel. To do this, we simulated outbreaks generated by infected arrivals in these destination cities using stochastic branching processes. We also modelled the effect of the cordon sanitaire in combination with reduced transmissibility scenarios representing the effect of local non-pharmaceutical interventions. <h4>Findings</h4> In the four cities, given the potentially high prevalence of COVID-19 in Wuhan between Dec 2019 and early Jan 2020, local transmission may have been seeded as early as 2 - 8 January 2020. By the time the cordon sanitaire was imposed, simulated case counts were likely in the hundreds. The cordon sanitaire alone did not substantially affect the epidemic progression in these cities, although it may have had some effect in smaller cities. <h4>Interpretation</h4> Our results indicate that the cordon sanitaire may not have prevented COVID-19 spread in major Chinese cities; local non-pharmaceutical interventions were likely more important for this. <h4>Research in Context</h4> <h4>Evidence before this study</h4> In late 2019, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was detected in Wuhan, China. In response to the outbreak, authorities enacted a cordon sanitaire in order to limit spread. Several studies have sought to determine the efficacy of the policy; a search of PubMed for “coronavirus AND (travel restrictions OR travel ban OR shutdown OR cordon sanitaire) AND (Wuhan OR China)” returned 24 results. However other studies have relied on reported cases to determine efficacy, which are likely subject to reporting and testing biases. Early outbreak dynamics are also subject to a significant degree of stochastic uncertainty due to small numbers of cases. <h4>Added value of this study</h4> Here we use publicly-available mobility data and a stochastic branching process model to evaluate the efficacy of the cordon sanitaire to limiting the spread of COVID-19 from Wuhan to other cities in mainland China, while accounting for underreporting and uncertainty. We find that although travel restrictions led to a significant decrease in the number of individuals leaving Wuhan during the busy post-Lunar New Year holiday travel period, local transmission was likely already established in major cities. Thus, the travel restrictions likely did not affect the epidemic trajectory substantially in these cities. <h4>Implications of all the available evidence</h4> A cordon sanitaire around the epicentre alone may not be able to reduce COVID-19 incidence when implemented after local transmission has occurred in highly connected neighbors. Local non-pharmaceutical interventions to reduce transmissibility (e.g., school and workplace closures) may have contributed more to the observed decrease in incidence in mainland China.",Quilty et al attempted to understand the effectiveness of inter-city travel restrictions on spread of COVID-19 in Wuhan. The results indicate that the cordon sanitaire may not have prevented COVID-19 spread in major Chinese cities; local non-pharmaceutical interventions were likely more important for this.,pdf:https://www.medrxiv.org/content/medrxiv/early/2020/04/21/2020.04.16.20067504.full.pdf; doi:https://doi.org/10.1101/2020.04.16.20067504; html:https://europepmc.org/article/PPR/PPR152986; pdf:https://europepmc.org/api/fulltextRepo?pprId=PPR152986&type=FILE&fileName=EMS90479-pdf.pdf&mimeType=application/pdf
PPR725396,https://doi.org/10.1101/2023.09.14.23295499,Mechanisms for Integrating Real Data into Search Game Simulations: An Application to Winter Health Service Pressures and Preventative Policies,"Chapman M, G-Medhin A, Daneshi K, Bramwell T, Durbaba S, Curcin V, Parmar D, Boulding H, Becares L, Morgan C, Molokhia M, McBurney P, Harding S, Wolfe I, Ashworth M, Poston L.",,No Journal Info,2023,2023-09-15,Y,,,,"While modelling and simulation are powerful techniques for exploring complex phenomena, if they are not coupled with suitable real-world data any results obtained are likely to require extensive validation. We consider this problem in the context of search game modelling, and suggest that both demographic and behaviour data are used to configure certain model parameters. We show this integration in practice by using a combined dataset of over 150,000 individuals to configure a specific search game model that captures the environment, population, interventions and individual behaviours relating to winter health service pressures. The presence of this data enables us to more accurately explore the potential impact of service pressure interventions, which we do across 33,000 simulations using a computational version of the model. We find government advice to be the best-performing intervention in simulation, in respect of improved health, reduced health inequalities, and thus reduced pressure on health service utilisation.",,pdf:https://www.medrxiv.org/content/medrxiv/early/2023/09/15/2023.09.14.23295499.full.pdf; doi:https://doi.org/10.1101/2023.09.14.23295499; html:https://europepmc.org/article/PPR/PPR725396; pdf:https://europepmc.org/api/fulltextRepo?pprId=PPR725396&type=FILE&fileName=EMS188071-pdf.pdf&mimeType=application/pdf
PPR605310,https://doi.org/10.2139/ssrn.4237731,Insights into COVID-19 Epidemiology and Control from Temporal Changes in Serial Interval Distributions in Hong Kong,"Ali ST, Chen D, Lim WW, Yeung A, Adam DC, Lau YC, Lau EH, Wong JY, Xiao J, Ho F, Gao H, Wang L, Xu X, Du Z, Wu P, Leung G, Cowling BJ.",,No Journal Info,2022,2022-10-04,N,,,,"Background: The serial interval distribution is used to approximate the generation time distribution, an essential parameter to infer the transmissibility (<i>R<sub>t</sub></i>) of an epidemic. However, serial interval distributions may change as an epidemic progresses rather than remaining constant.<br><br>Method: We examined detailed contact tracing data on laboratory-confirmed cases of COVID-19 in Hong Kong during the five waves from January 2020 to July 2022. We reconstructed the transmission pairs and estimated time-varying effective serial interval distributions using Bayesian inferential framework with a sliding window of 7-14 days. We used regression models to identify the factors of temporal changes in serial intervals and quantify their respective impacts. Finally, we assessed the biases in estimating transmissibility using constant over time-varying serial interval distributions.<br><br>Findings: 2497 transmission pairs were identified for the ancestral strain of SARS-CoV-2 during the first two years of the COVID-19 pandemic in Hong Kong. We found clear temporal changes in mean serial interval estimates within each epidemic wave studied and across waves, with mean serial intervals ranged from 5.5 days (95% CrI: 4.4, 6.6) to 2.7 (95% CrI: 2.2, 3.2) days. The mean serial intervals shortened or lengthened over time, which were found to be closely associated with the temporal variation in COVID-19 case profiles and public health and social measures and could lead to the biases in predicting <i>R<sub>t</sub></i>.<br><br>Interpretation: Accounting for the impact of these factors, the time-varying quantification of serial interval distributions could lead to improved estimation of <i>R<sub>t</sub></i>, and provide additional insights into the impact of public health measures on transmission.<br><br>Funding Information: This study was supported by the Health and Medical Research Fund (project no. 20190712); the Collaborative Research Fund of the Research Grants Council of the Hong Kong Special Administrative Region, China (project No. C7123-20G); AIR@InnoHK administered by Innovation and Technology Commission, European Research Council (grant no. 804744); the Grand Challenges ICODA pilot initiative, delivered by Health Data Research UK and funded by the Bill & Melinda Gates Foundation and the Minderoo Foundation. <br><br>Declaration of Interests: BJC received honoraria from AstraZeneca, Fosun Pharma, GSK, Moderna, Pfizer, Roche, and Sanofi. The authors report no other potential conflicts of interest.",,doi:https://doi.org/10.2139/ssrn.4237731; doi:https://doi.org/10.2139/ssrn.4237731; html:https://europepmc.org/article/PPR/PPR605310; doi:https://doi.org/10.2139/ssrn.4237731
PPR213448,https://doi.org/10.1101/2020.09.11.20192492,Resurgence of SARS-CoV-2 in England: detection by community antigen surveillance,"REACT Study Investigators:, Riley S, Ainslie KEC, Eales O, Walters CE, Wang H, Atchison C, Fronterre C, Diggle PJ, Ashby D, Donnelly CA, Cooke G, Barclay W, Ward H, Darzi A, Elliott P.",,No Journal Info,2020,2020-09-11,Y,,,,"<h4>Summary</h4> <h4>Background</h4> Based on cases and deaths, transmission of SARS-CoV-2 in England peaked in late March and early April 2020 and then declined until the end of June. Since the start of July, cases have increased, while deaths have continued to decrease. <h4>Methods</h4> We report results from 594,000 swabs tested for SARS-CoV-2 virus obtained from a representative sample of people in England over four rounds collected regardless of symptoms, starting in May 2020 and finishing at the beginning of September 2020. Swabs for the most recent two rounds were taken between 24th July and 11th August and for round 4 between 22nd August and 7th September. We estimate weighted overall prevalence, doubling times between and within rounds and associated reproduction numbers. We obtained unweighted prevalence estimates by sub-groups: age, sex, region, ethnicity, key worker status, household size, for which we also estimated odds of infection. We identified clusters of swab-positive participants who were closer, on average, to other swab-positive participants than would be expected. <h4>Findings</h4> Over all four rounds of the study, we found that 72% (67%, 76%) of swab-positive individuals were asymptomatic at the time of swab and in the week prior. The epidemic declined between rounds 1 and 2, and rounds 2 and 3. However, the epidemic was increasing between rounds 3 and 4, with a doubling time of 17 (13, 23) days corresponding to an R value of 1.3 (1.2, 1.4). When analysing round 3 alone, we found that the epidemic had started to grow again with 93% probability. Using only the most recent round 4 data, we estimated a doubling time of 7.7 (5.5, 12.7) days, corresponding to an R value of 1.7 (1.4, 2.0). Cycle threshold values were lower (viral loads were higher) for rounds 1 and 4 than they were for rounds 2 and 3. In round 4, we observed the highest prevalence in participants aged 18 to 24 years at 0.25% (0.16%, 0.41%), increasing from 0.08% (0.04%, 0.18%) in round 3. We observed the lowest prevalence in those aged 65 and older at 0.04% (0.02%, 0.06%) which was stable compared with round 3. Participants of Asian ethnicity had elevated odds of infection. We identified clusters in and around London, transient clusters in the Midlands, and an expanding area of clustering in the North West and more recently in Yorkshire and the Humber. <h4>Interpretation</h4> Although low levels of transmission persisted in England through to mid-summer 2020, the prevalence of SARS-CoV-2 is now increasing. We found evidence of accelerating transmission at the end of August and beginning of September. Representative community antigen sampling can increase situational awareness and help improve public health decision making even at low prevalence.",,pdf:https://www.medrxiv.org/content/medrxiv/early/2020/09/13/2020.09.11.20192492.full.pdf; doi:https://doi.org/10.1101/2020.09.11.20192492; html:https://europepmc.org/article/PPR/PPR213448; pdf:https://europepmc.org/api/fulltextRepo?pprId=PPR213448&type=FILE&fileName=EMS95011-pdf.pdf&mimeType=application/pdf
PPR180964,https://doi.org/10.1101/2020.06.26.20140921,Short Communication: Vitamin D and COVID-19 infection and mortality in UK Biobank,"Hastie CE, Pell JP, Sattar N.",,No Journal Info,2020,2020-06-28,N,,,,"<h4>Purpose</h4> Vitamin D has been proposed as a potential causal factor in COVID-19 risk. We aimed to establish whether blood 25-hydroxyvitamin D (25(OH)D) concentration was associated with COVID-19 mortality, and inpatient confirmed COVID-19 infection, in UK Biobank participants. <h4>Methods</h4> UK Biobank recruited 502,624 participants aged 37-73 years between 2006 and 2010. Baseline exposure data, including 25(OH)D concentration, were linked to COVID-19 mortality. Univariable and multivariable Cox proportional hazards regression analyses were performed for the association between 25(OH)D and COVID-19 death, and poisson regression analyses for the association between 25(OH)D and severe COVID-19 infection. <h4>Results</h4> Complete data were available for 341,484 UK Biobank participants, of which 656 had inpatient confirmed COVID-19 infection and 203 died of COVID-19 infection. Vitamin D was associated with severe COVID-19 infection and mortality univariably (mortality HR=0.99; 95% CI 0.98-0.998; p =0.016), but not after adjustment for confounders (mortality HR=0.998; 95% CI=0.99-1.01; p =0.696). <h4>Conclusions</h4> Our findings do not support a potential link between vitamin D concentrations and risk of severe COVID-19 infection and mortality. Recommendations for vitamin D supplementation to lessen COVID-19 risks may provide false reassurance.",,pdf:https://www.medrxiv.org/content/medrxiv/early/2020/06/28/2020.06.26.20140921.full.pdf; doi:https://doi.org/10.1101/2020.06.26.20140921; html:https://europepmc.org/article/PPR/PPR180964; doi:https://doi.org/10.1101/2020.06.26.20140921
